ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
0,0,1,91,91,1,1
1,0,1,91,91,1,1
2,0,1,91,91,1,1
3,0,1,91,91,1,1
4,0,1,91,91,1,1
5,0,1,91,91,1,1
6,0,1,91,91,1,1
7,0,1,91,91,1,1
8,0,1,91,91,1,1
9,0,1,91,91,1,1
10,0,1,91,91,1,1
11,0,1,91,91,1,1
12,0,1,91,91,1,1
13,0,1,1,91,1,1
14,0,1,91,91,1,1
15,0,1,91,91,1,1
16,0,1,91,91,1,1
17,0,1,91,91,1,1
18,0,1,91,91,1,1
19,0,1,91,91,1,1
20,1,1,-1,-1,-1,-1
21,0,2,91,91,2,1
22,0,2,91,91,2,1
23,0,2,91,91,2,1
24,0,2,91,91,2,1
25,1,2,-1,-1,-1,-1
26,0,2,91,91,2,1
27,0,2,91,91,2,1
28,0,2,91,91,2,1
29,0,2,91,91,2,1
30,0,2,91,91,2,1
31,0,2,91,91,2,1
32,0,2,91,91,2,1
33,0,2,91,91,2,1
34,0,2,91,91,2,1
35,0,2,91,91,2,1
36,0,2,91,91,2,1
37,1,2,-1,-1,-1,-1
38,0,9,9,91,9,1
39,0,9,9,91,9,1
40,0,9,9,91,9,1
41,0,9,9,91,9,1
42,0,9,9,91,9,1
43,0,9,9,91,9,1
44,0,9,9,91,9,1
45,0,9,9,91,9,1
46,0,9,9,91,9,1
47,0,9,9,91,9,1
48,0,9,9,91,9,1
49,0,3,91,91,3,1
50,0,3,91,91,3,1
51,0,3,91,91,3,1
52,0,3,91,91,11,1
53,0,3,91,91,3,1
54,0,3,91,91,11,1
55,0,3,91,91,3,1
56,0,3,91,91,3,1
57,0,3,91,91,3,1
58,0,3,91,91,3,1
59,0,3,91,91,3,1
60,0,3,91,91,3,1
61,0,3,91,91,3,1
62,0,3,91,91,3,1
63,0,3,91,91,3,1
64,0,3,91,91,3,1
65,0,3,3,91,11,1
66,0,3,91,91,3,1
67,0,3,91,91,3,1
68,0,3,91,91,11,1
69,0,3,91,91,3,1
70,0,3,3,91,11,1
71,1,3,-1,-1,-1,-1
72,1,3,-1,-1,-1,-1
73,0,3,91,91,3,1
74,0,3,91,91,3,1
75,0,3,91,91,11,1
76,0,3,91,91,11,1
77,0,3,91,91,3,1
78,0,3,91,91,11,1
79,1,3,-1,-1,-1,-1
80,0,3,91,91,3,1
81,0,3,91,91,11,1
82,0,3,91,91,3,1
83,0,3,91,91,3,1
84,0,3,91,91,11,1
85,0,3,91,91,3,1
86,0,9,9,91,9,1
87,0,9,9,91,9,1
88,0,9,9,91,9,1
89,0,9,9,91,9,1
90,0,9,9,91,9,1
91,0,9,9,91,9,1
92,0,9,9,91,9,1
93,0,9,9,91,9,1
94,0,9,91,91,9,1
95,0,9,9,91,9,1
96,0,9,9,91,9,1
97,0,9,9,91,9,1
98,0,9,9,91,9,1
99,0,9,9,91,9,1
100,0,9,9,91,9,1
101,1,9,-1,-1,-1,-1
102,0,9,9,91,9,1
103,0,9,9,91,9,1
104,0,9,9,91,9,1
105,0,9,9,91,9,1
106,0,9,9,91,9,1
107,0,9,9,91,9,1
108,0,9,9,91,9,1
109,0,9,9,91,9,1
110,0,9,9,91,9,1
111,0,9,9,91,9,1
112,0,9,9,91,9,1
113,0,9,9,91,9,1
114,0,9,9,91,9,1
115,0,9,9,91,9,1
116,0,9,9,91,9,1
117,0,8,91,91,8,1
118,0,8,91,91,8,1
119,0,8,91,91,8,1
120,0,8,91,91,8,1
121,0,8,91,91,8,1
122,0,8,91,91,8,1
123,0,8,91,91,8,1
124,0,8,91,91,8,1
125,0,8,91,91,8,1
126,0,8,91,91,8,1
127,0,8,91,91,8,1
128,0,8,91,91,8,1
129,1,8,-1,-1,-1,-1
130,0,8,91,91,8,1
131,0,8,91,91,8,1
132,0,8,91,91,8,1
133,1,8,-1,-1,-1,-1
134,1,8,-1,-1,-1,-1
135,0,8,91,91,8,1
136,0,8,91,91,8,1
137,1,8,-1,-1,-1,-1
138,0,8,91,91,8,1
139,1,8,-1,-1,-1,-1
140,0,8,91,91,8,1
141,0,8,91,91,8,1
142,1,8,-1,-1,-1,-1
143,0,8,91,91,8,1
144,1,8,-1,-1,-1,-1
145,0,8,91,91,8,1
146,1,8,-1,-1,-1,-1
147,0,8,91,91,8,1
148,0,8,91,91,8,1
149,0,8,91,91,8,1
150,0,8,91,91,8,1
151,0,8,8,91,8,1
152,0,8,91,91,8,1
153,0,8,91,91,8,1
154,0,8,91,91,8,1
155,0,8,91,91,8,1
156,1,8,-1,-1,-1,-1
157,1,8,-1,-1,-1,-1
158,0,8,91,91,8,1
159,0,8,91,91,8,1
160,0,8,91,91,8,1
161,0,8,91,91,8,1
162,0,8,91,91,8,1
163,0,8,91,91,8,1
164,0,8,91,91,8,1
165,0,8,91,91,8,1
166,0,8,91,91,8,1
167,0,8,91,91,8,1
168,0,8,91,91,8,1
169,0,8,91,91,8,1
170,0,8,91,91,8,1
171,0,7,91,91,7,1
172,0,7,91,91,7,1
173,0,7,91,91,7,1
174,0,7,91,91,7,1
175,0,7,91,91,7,1
176,0,7,91,91,7,1
177,0,7,91,91,7,1
178,1,7,-1,-1,-1,-1
179,0,7,91,91,7,1
180,0,7,91,91,7,1
181,0,7,91,91,7,1
182,0,7,91,91,7,1
183,0,7,91,91,7,1
184,0,7,91,91,7,1
185,0,7,91,91,7,1
186,0,7,91,91,7,1
187,0,7,91,91,7,1
188,0,7,91,91,7,1
189,0,7,91,91,7,1
190,0,7,91,91,7,1
191,0,7,91,91,7,1
192,1,7,-1,-1,-1,-1
193,0,7,91,91,7,1
194,0,7,91,91,7,1
195,0,10,91,91,10,0
196,0,10,91,91,10,0
197,0,10,91,91,10,0
198,0,10,91,91,10,0
199,0,10,91,91,10,0
200,0,10,91,91,10,0
201,0,10,91,91,10,0
202,0,10,91,91,10,0
203,0,10,91,91,10,0
204,0,10,91,91,10,0
205,0,10,91,91,10,0
206,0,10,91,91,10,0
207,0,10,91,91,10,0
208,0,10,91,91,10,0
209,0,10,91,91,10,0
210,0,10,91,91,10,0
211,0,10,91,91,10,0
212,0,10,91,91,10,0
213,0,10,91,91,10,0
214,0,10,91,91,10,0
215,0,10,91,91,10,0
216,0,10,91,91,10,0
217,0,10,91,91,10,0
218,0,10,91,91,10,0
219,0,10,91,91,10,0
220,0,10,91,91,10,0
221,0,10,91,91,10,0
222,0,10,91,91,10,0
223,0,10,91,91,10,0
224,0,10,91,91,10,0
225,0,10,91,91,10,0
