ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
0,0,1,91,91,15,0
1,0,1,91,91,15,0
2,0,1,91,91,15,0
3,0,1,91,91,15,0
4,0,1,91,91,15,0
5,0,1,91,91,15,0
6,0,1,91,91,15,0
7,0,1,91,91,15,0
8,0,1,91,91,15,0
9,0,1,91,91,15,0
10,0,1,91,91,15,0
11,0,1,91,91,15,0
12,0,1,91,91,15,0
13,0,1,91,91,15,0
14,0,1,91,91,15,0
15,0,1,91,91,15,0
16,0,1,91,91,15,0
17,0,1,91,91,15,0
18,0,1,91,91,15,0
19,0,1,91,91,15,0
20,0,1,91,91,15,0
21,0,2,91,91,2,1
22,0,2,91,91,2,1
23,1,2,-1,-1,-1,-1
24,0,2,91,91,2,1
25,1,2,-1,-1,-1,-1
26,0,2,91,91,2,1
27,0,2,91,91,2,1
28,0,2,91,91,2,1
29,0,2,91,91,2,1
30,0,2,91,91,2,1
31,0,2,91,91,2,1
32,0,2,91,91,2,1
33,0,2,91,91,2,1
34,0,2,91,91,2,1
35,0,2,91,91,2,1
36,0,2,91,91,2,1
37,0,2,91,91,2,1
38,0,9,9,91,9,1
39,0,9,9,91,9,1
40,0,9,9,91,9,1
41,0,9,9,91,9,1
42,1,9,-1,-1,-1,-1
43,0,9,9,91,9,1
44,0,9,9,91,9,1
45,0,9,9,91,9,1
46,0,9,9,91,9,1
47,0,9,9,91,9,1
48,0,9,9,91,9,1
49,0,3,3,91,3,1
50,0,3,3,91,3,1
51,0,3,3,91,3,1
52,0,3,3,91,3,1
53,0,3,3,91,3,1
54,0,3,3,91,3,1
55,0,3,3,91,3,1
56,0,3,3,91,3,1
57,0,3,3,91,3,1
58,0,3,3,91,3,1
59,0,3,3,91,3,1
60,0,3,3,91,3,1
61,0,3,3,91,3,1
62,0,3,3,91,3,1
63,0,3,3,91,3,1
64,0,3,3,91,3,1
65,0,3,3,91,3,1
66,0,3,3,91,3,1
67,1,3,-1,-1,-1,-1
68,1,3,-1,-1,-1,-1
69,0,3,3,91,3,1
70,0,3,3,91,3,1
71,0,3,3,91,3,1
72,1,3,-1,-1,-1,-1
73,0,3,3,91,3,1
74,0,3,3,91,3,1
75,0,3,3,91,3,1
76,0,3,3,91,3,1
77,0,3,3,91,3,1
78,0,3,3,91,3,1
79,0,3,3,91,3,1
80,0,3,3,91,3,1
81,0,3,3,91,3,1
82,0,3,3,91,3,1
83,0,3,3,91,3,1
84,0,3,3,91,3,1
85,0,3,3,91,3,1
86,0,9,9,91,9,1
87,0,9,9,91,9,1
88,0,9,9,91,9,1
89,1,9,-1,-1,-1,-1
90,0,9,9,91,9,1
91,0,9,9,91,9,1
92,1,9,-1,-1,-1,-1
93,0,9,9,91,9,1
94,0,9,9,91,9,1
95,0,9,9,91,9,1
96,0,9,9,91,9,1
97,0,9,9,91,9,1
98,0,9,9,91,9,1
99,0,9,9,91,9,1
100,0,9,9,91,9,1
101,0,9,9,91,9,1
102,0,9,9,91,9,1
103,1,9,-1,-1,-1,-1
104,0,9,9,91,9,1
105,0,9,9,91,9,1
106,0,9,9,91,9,1
107,0,9,9,91,9,1
108,0,9,9,91,9,1
109,0,9,9,91,9,1
110,1,9,-1,-1,-1,-1
111,0,9,9,91,9,1
112,0,9,9,91,9,1
113,0,9,9,91,9,1
114,0,9,9,91,9,1
115,0,9,9,91,9,1
116,0,9,9,91,9,1
117,0,8,8,91,8,1
118,0,8,8,91,8,1
119,0,8,8,91,12,1
120,0,8,8,91,12,1
121,0,8,8,91,8,1
122,0,8,8,91,8,1
123,0,8,8,91,8,1
124,0,8,8,91,8,1
125,0,8,8,91,8,1
126,0,8,8,91,8,1
127,1,8,-1,-1,-1,-1
128,0,8,8,91,12,1
129,0,8,8,91,8,1
130,0,8,8,91,8,1
131,0,8,8,91,8,1
132,0,8,8,91,8,1
133,0,8,8,91,8,1
134,0,8,8,91,8,1
135,1,8,-1,-1,-1,-1
136,1,8,-1,-1,-1,-1
137,0,8,8,91,8,1
138,0,8,8,91,12,1
139,0,8,8,91,12,1
140,0,8,8,91,8,1
141,0,8,8,91,12,1
142,1,8,-1,-1,-1,-1
143,0,8,8,91,8,1
144,0,8,8,91,8,1
145,0,8,8,91,8,1
146,0,8,8,91,11,1
147,0,8,8,91,8,1
148,0,8,8,91,8,1
149,0,8,8,91,8,1
150,0,8,8,91,8,1
151,1,8,-1,-1,-1,-1
152,0,8,8,91,8,1
153,0,8,8,91,8,1
154,0,8,8,91,12,1
155,0,8,8,91,8,1
156,0,8,8,91,8,1
157,0,8,8,91,8,1
158,0,8,8,91,12,1
159,0,8,8,91,8,1
160,0,8,8,91,12,1
161,0,8,8,91,12,1
162,0,8,8,91,8,1
163,0,8,8,91,8,1
164,0,8,8,91,8,1
