ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
0,1,1,-1,-1,-1,-1
1,0,1,91,91,1,1
2,0,1,91,91,1,1
3,0,1,1,91,1,1
4,0,1,91,91,1,1
5,0,1,91,91,1,1
6,0,1,91,91,1,1
7,0,1,1,91,1,1
8,0,1,91,91,1,1
9,0,1,1,91,1,1
10,0,1,1,91,1,1
11,0,1,1,91,1,1
12,0,1,1,91,1,1
13,0,1,1,91,1,1
14,0,1,1,91,1,1
15,0,1,91,91,1,1
16,0,1,1,91,1,1
17,0,1,91,91,1,1
18,0,1,1,91,1,1
19,0,1,1,91,1,1
20,0,1,1,91,1,1
21,1,2,-1,-1,-1,-1
22,0,2,91,91,13,1
23,0,2,91,91,13,1
24,0,2,91,91,13,1
25,0,2,91,91,13,1
26,0,2,91,91,13,1
27,0,2,91,91,13,1
28,0,2,91,91,13,1
29,0,2,91,91,13,1
30,0,2,91,91,13,1
31,0,2,91,91,13,1
32,0,2,91,91,13,1
33,0,2,91,91,13,1
34,0,2,91,91,13,1
35,0,2,91,91,13,1
36,0,2,91,91,13,1
37,0,2,91,91,13,1
38,1,9,-1,-1,-1,-1
39,0,9,9,91,9,1
40,0,9,9,91,9,1
41,0,9,9,91,9,1
42,0,9,9,91,9,1
43,0,9,9,91,9,1
44,1,9,-1,-1,-1,-1
45,0,9,9,91,9,1
46,0,9,9,91,9,1
47,0,9,9,91,9,1
48,0,9,9,91,9,1
49,0,3,3,91,3,1
50,1,3,-1,-1,-1,-1
51,0,3,3,91,3,1
52,1,3,-1,-1,-1,-1
53,0,3,3,91,3,1
54,0,3,3,91,3,1
55,1,3,-1,-1,-1,-1
56,0,3,3,91,3,1
57,1,3,-1,-1,-1,-1
58,1,3,-1,-1,-1,-1
59,0,3,3,91,3,1
60,0,3,3,91,3,1
61,0,3,3,91,3,1
62,0,3,3,91,3,1
63,0,3,3,91,3,1
64,0,3,3,91,3,1
65,0,3,3,91,3,1
66,0,3,3,91,3,1
67,0,3,3,91,3,1
68,0,3,3,91,3,1
69,0,3,3,91,3,1
70,0,3,3,91,3,1
71,0,3,3,91,3,1
72,0,3,3,91,3,1
73,0,3,3,91,3,1
74,0,3,3,91,3,1
75,0,3,3,91,3,1
76,0,3,3,91,3,1
77,0,3,3,91,3,1
78,0,3,3,91,3,1
79,0,3,3,91,3,1
80,0,3,3,91,3,1
81,0,3,3,91,3,1
82,0,3,3,91,3,1
83,0,3,3,91,3,1
84,0,3,3,91,3,1
85,0,3,3,91,3,1
86,0,9,9,91,9,1
87,1,9,-1,-1,-1,-1
88,0,9,9,91,9,1
89,0,9,9,91,9,1
90,0,9,9,91,9,1
91,0,9,9,91,9,1
92,0,9,9,91,9,1
93,0,9,9,91,9,1
94,1,9,-1,-1,-1,-1
95,0,9,9,91,9,1
96,0,9,9,91,9,1
97,0,9,9,91,9,1
98,0,9,9,91,9,1
99,0,9,9,91,9,1
100,0,9,9,91,9,1
101,0,9,9,91,9,1
102,0,9,9,91,9,1
103,1,9,-1,-1,-1,-1
104,1,9,-1,-1,-1,-1
105,0,9,9,91,9,1
106,0,9,9,91,9,1
107,0,9,9,91,9,1
108,0,9,9,91,9,1
109,1,9,-1,-1,-1,-1
110,0,9,9,91,9,1
111,0,9,9,91,9,1
112,0,9,9,91,9,1
113,0,9,9,91,9,1
114,0,9,9,91,9,1
115,0,9,9,91,9,1
116,0,9,9,91,9,1
117,0,8,8,91,8,1
118,0,8,8,91,8,1
119,0,8,8,91,11,1
120,0,8,8,91,11,1
121,0,8,8,91,8,1
122,1,8,-1,-1,-1,-1
123,0,8,8,91,8,1
124,0,8,8,91,8,1
125,0,8,8,91,8,1
126,1,8,-1,-1,-1,-1
127,0,8,8,91,8,1
128,0,8,8,91,11,1
129,0,8,8,91,8,1
130,0,8,8,91,8,1
131,1,8,-1,-1,-1,-1
132,0,8,8,91,8,1
133,0,8,8,91,8,1
134,0,8,8,91,8,1
135,0,8,8,91,8,1
136,0,8,8,91,8,1
137,1,8,-1,-1,-1,-1
138,0,8,8,91,11,1
139,0,8,8,91,11,1
140,0,8,8,91,8,1
141,0,8,8,91,11,1
142,0,8,8,91,8,1
143,0,8,8,91,8,1
144,0,8,8,91,8,1
145,0,8,8,91,8,1
146,0,8,8,91,8,1
147,0,8,8,91,8,1
148,0,8,8,91,8,1
149,0,8,8,91,8,1
150,0,8,8,91,8,1
151,0,8,8,91,8,1
152,0,8,8,91,8,1
153,0,8,8,91,8,1
154,0,8,8,91,11,1
155,0,8,8,91,8,1
156,0,8,8,91,8,1
157,0,8,8,91,8,1
158,0,8,8,91,11,1
159,0,8,8,91,8,1
160,0,8,8,91,11,1
161,0,8,8,91,11,1
162,0,8,8,91,8,1
163,0,8,8,91,8,1
164,1,8,-1,-1,-1,-1
165,0,8,8,91,8,1
166,0,8,8,91,8,1
167,0,8,8,91,8,1
168,0,8,8,91,8,1
169,0,8,8,91,8,1
170,0,8,8,91,8,1
171,0,7,7,91,7,1
172,0,7,7,91,7,1
173,0,7,7,91,7,1
174,1,7,-1,-1,-1,-1
175,0,7,7,91,7,1
176,0,7,7,91,7,1
177,0,7,7,91,7,1
178,1,7,-1,-1,-1,-1
179,0,7,7,91,7,1
180,0,7,7,91,7,1
181,0,7,7,91,7,1
182,0,7,7,91,7,1
183,1,7,-1,-1,-1,-1
184,0,7,7,91,7,1
185,0,7,7,91,7,1
186,0,7,7,91,7,1
187,0,7,7,91,7,1
188,0,7,7,91,7,1
189,0,7,7,91,7,1
190,0,7,7,91,7,1
191,0,7,7,91,7,1
192,0,7,7,91,7,1
193,0,7,7,91,7,1
194,0,7,7,91,7,1
195,0,10,91,91,10,0
196,0,10,91,91,10,0
197,0,10,91,91,10,0
198,0,10,91,91,10,0
199,0,10,91,91,10,0
200,0,10,91,91,10,0
201,0,10,91,91,10,0
202,0,10,91,91,10,0
203,0,10,91,91,10,0
204,0,10,91,91,10,0
205,0,10,91,91,10,0
206,0,10,91,91,10,0
207,0,10,91,91,10,0
208,0,10,91,91,10,0
209,0,10,91,91,10,0
210,0,10,91,91,10,0
211,0,10,91,91,10,0
212,0,10,91,91,10,0
213,0,10,91,91,10,0
214,0,10,91,91,10,0
215,0,10,91,91,10,0
216,0,10,91,91,10,0
217,0,10,91,91,10,0
218,0,10,91,91,10,0
219,0,10,91,91,10,0
220,0,10,91,91,10,0
221,0,10,91,91,10,0
222,0,10,91,91,10,0
223,0,10,91,91,10,0
224,0,10,91,91,10,0
225,0,10,91,91,10,0
226,0,10,91,91,10,0
227,0,10,91,91,10,0
228,0,10,91,91,10,0
229,0,10,91,91,10,0
230,0,10,91,91,10,0
231,0,10,91,91,10,0
232,0,10,91,91,10,0
233,0,10,91,91,10,0
234,0,10,91,91,10,0
235,0,6,91,91,6,1
236,0,6,91,91,4,1
237,1,6,-1,-1,-1,-1
238,0,6,91,91,6,1
239,0,6,91,91,6,1
240,1,6,-1,-1,-1,-1
241,0,6,91,91,6,1
242,0,6,91,91,12,1
243,0,6,91,91,6,1
244,0,6,91,91,6,1
245,0,6,91,91,6,1
246,0,6,91,91,6,1
247,0,6,91,91,6,1
248,0,6,91,91,6,1
249,0,6,91,91,6,1
250,0,6,91,91,6,1
251,0,5,91,91,4,0
252,0,6,91,91,4,1
253,0,5,91,91,4,0
254,0,5,91,91,4,0
255,0,5,91,91,4,0
256,0,5,91,91,6,0
257,0,5,91,91,6,0
258,0,5,91,91,10,0
259,0,11,91,91,4,0
260,0,11,91,91,7,0
