ids,train_1_test_0_ids,true_labels,predicted_labels_srnc,predicted_labels_rejection,predicted_labels_semi,known_1_unknown_0_classes
0,0,1,1,101,1,1
1,0,1,1,101,1,1
2,0,1,1,101,1,1
3,0,1,1,101,1,1
4,0,1,1,101,1,1
5,0,1,1,101,1,1
6,0,1,1,101,1,1
7,0,1,1,101,1,1
8,0,1,1,101,1,1
9,0,1,1,101,1,1
10,0,1,1,101,1,1
11,0,1,1,101,1,1
12,1,1,-1,-1,-1,-1
13,0,1,1,101,1,1
14,0,1,1,101,1,1
15,0,1,1,101,1,1
16,0,1,1,101,1,1
17,0,1,1,101,1,1
18,0,1,1,101,1,1
19,1,1,-1,-1,-1,-1
20,0,1,1,101,1,1
21,0,2,8,101,2,1
22,1,2,-1,-1,-1,-1
23,0,2,8,101,2,1
24,0,2,8,101,2,1
25,0,2,8,101,2,1
26,0,2,8,101,2,1
27,0,2,101,101,2,1
28,0,2,8,101,2,1
29,0,2,8,101,2,1
30,0,2,8,101,2,1
31,0,2,8,101,2,1
32,0,2,8,101,2,1
33,0,2,8,101,2,1
34,0,2,8,101,2,1
35,0,2,8,101,2,1
36,0,2,8,101,2,1
37,0,2,8,101,2,1
38,0,9,101,101,11,0
39,0,9,101,101,11,0
40,0,9,101,101,11,0
41,0,9,101,101,11,0
42,0,9,101,101,11,0
43,0,9,101,101,11,0
44,0,9,101,101,11,0
45,0,9,101,101,11,0
46,0,9,101,101,11,0
47,0,9,101,101,11,0
48,0,9,101,101,11,0
49,0,3,3,101,3,1
50,0,3,3,101,3,1
51,0,3,3,101,3,1
52,0,3,3,101,3,1
53,0,3,3,101,3,1
54,0,3,3,101,3,1
55,0,3,3,101,3,1
56,1,3,-1,-1,-1,-1
57,0,3,3,101,3,1
58,0,3,3,101,3,1
59,1,3,-1,-1,-1,-1
60,0,3,3,101,3,1
61,0,3,3,101,3,1
62,0,3,3,101,3,1
63,0,3,3,101,3,1
64,0,3,3,101,3,1
65,1,3,-1,-1,-1,-1
66,0,3,3,101,3,1
67,0,3,3,101,3,1
68,0,3,3,101,3,1
69,0,3,3,101,3,1
70,0,3,3,101,3,1
71,0,3,3,101,3,1
72,0,3,3,101,3,1
73,0,3,3,101,3,1
74,0,3,3,101,3,1
75,0,3,3,101,3,1
76,0,3,3,101,3,1
77,0,3,3,101,3,1
78,0,3,3,101,3,1
79,0,3,3,101,3,1
80,0,3,3,101,3,1
81,0,3,3,101,3,1
82,0,3,3,101,3,1
83,0,3,3,101,3,1
84,0,3,3,101,3,1
85,0,3,3,101,3,1
86,0,9,101,101,11,0
87,0,9,101,101,11,0
88,0,9,101,101,11,0
89,0,9,101,101,11,0
90,0,9,101,101,11,0
91,0,9,101,101,11,0
92,0,9,101,101,11,0
93,0,9,101,101,11,0
94,0,9,101,101,11,0
95,0,9,101,101,11,0
96,0,9,101,101,11,0
97,0,9,101,101,11,0
98,0,9,101,101,11,0
99,0,9,101,101,11,0
100,0,9,101,101,11,0
101,0,9,101,101,11,0
102,0,9,101,101,11,0
103,0,9,101,101,11,0
104,0,9,101,101,11,0
105,0,9,101,101,11,0
106,0,9,101,101,11,0
107,0,9,101,101,11,0
108,0,9,101,101,11,0
109,0,9,101,101,11,0
110,0,9,101,101,11,0
111,0,9,101,101,11,0
112,0,9,101,101,11,0
113,0,9,101,101,11,0
114,0,9,101,101,11,0
115,0,9,101,101,11,0
116,0,9,101,101,11,0
117,1,8,-1,-1,-1,-1
118,0,8,8,101,8,1
119,1,8,-1,-1,-1,-1
120,1,8,-1,-1,-1,-1
121,0,8,8,101,8,1
122,0,8,8,101,8,1
123,0,8,8,101,8,1
124,0,8,8,101,8,1
125,1,8,-1,-1,-1,-1
126,1,8,-1,-1,-1,-1
127,0,8,8,101,8,1
128,0,8,8,101,8,1
129,1,8,-1,-1,-1,-1
130,0,8,8,101,8,1
131,0,8,8,101,8,1
132,0,8,8,101,8,1
133,0,8,8,101,8,1
134,0,8,8,101,8,1
135,0,8,8,101,8,1
136,0,8,8,101,8,1
137,0,8,8,101,8,1
138,0,8,8,101,8,1
139,1,8,-1,-1,-1,-1
140,0,8,8,101,8,1
141,0,8,8,101,8,1
142,0,8,8,101,8,1
143,0,8,8,101,8,1
144,0,8,8,101,8,1
145,0,8,8,101,8,1
146,0,8,8,101,8,1
147,0,8,8,101,8,1
148,0,8,8,101,8,1
149,0,8,8,101,8,1
150,0,8,8,101,8,1
151,0,8,8,101,8,1
152,0,8,8,101,8,1
153,0,8,8,101,8,1
154,0,8,8,101,8,1
155,0,8,8,101,8,1
156,0,8,8,101,8,1
157,0,8,8,101,8,1
158,0,8,8,101,8,1
159,0,8,8,101,8,1
160,0,8,8,101,8,1
161,0,8,8,101,8,1
162,0,8,8,101,8,1
163,0,8,8,101,8,1
164,0,8,8,101,8,1
165,1,8,-1,-1,-1,-1
166,0,8,8,101,8,1
167,0,8,8,101,8,1
168,0,8,8,101,8,1
169,0,8,8,101,8,1
170,0,8,8,101,8,1
171,0,7,7,101,7,1
172,0,7,7,101,7,1
173,0,7,7,101,7,1
174,0,7,7,101,7,1
175,0,7,7,101,7,1
176,0,7,7,101,7,1
177,0,7,7,101,7,1
178,0,7,7,101,7,1
179,0,7,7,101,7,1
180,0,7,7,101,7,1
181,0,7,7,101,7,1
182,0,7,7,101,7,1
183,0,7,7,101,7,1
184,1,7,-1,-1,-1,-1
185,0,7,7,101,7,1
186,0,7,7,101,7,1
187,1,7,-1,-1,-1,-1
188,0,7,7,101,7,1
189,0,7,7,101,7,1
190,0,7,7,101,7,1
191,0,7,7,101,7,1
192,0,7,7,101,7,1
193,0,7,7,101,7,1
194,0,7,7,101,7,1
195,0,10,10,101,10,1
196,0,10,10,101,10,1
197,0,10,10,101,10,1
198,0,10,10,101,10,1
199,0,10,10,101,10,1
200,0,10,10,101,10,1
201,0,10,10,101,10,1
202,0,10,10,101,10,1
203,0,10,10,101,10,1
204,0,10,10,101,10,1
205,0,10,10,101,10,1
206,0,10,10,101,10,1
207,0,10,10,101,10,1
208,0,10,10,101,10,1
209,0,10,10,101,10,1
210,0,10,10,101,10,1
211,0,10,10,101,10,1
212,0,10,10,101,10,1
213,0,10,10,101,10,1
214,1,10,-1,-1,-1,-1
215,0,10,10,101,10,1
216,0,10,10,101,10,1
217,0,10,10,101,10,1
218,0,10,10,101,10,1
219,0,10,10,101,10,1
220,0,10,10,101,10,1
221,1,10,-1,-1,-1,-1
222,0,10,10,101,10,1
223,0,10,10,101,10,1
224,0,10,10,101,10,1
225,0,10,10,101,10,1
226,0,10,10,101,10,1
227,1,10,-1,-1,-1,-1
228,0,10,10,101,10,1
229,0,10,10,101,10,1
230,1,10,-1,-1,-1,-1
231,0,10,10,101,10,1
232,0,10,10,101,10,1
233,0,10,10,101,10,1
234,1,10,-1,-1,-1,-1
235,0,6,101,101,6,1
236,0,6,101,101,6,1
237,0,6,101,101,6,1
238,1,6,-1,-1,-1,-1
239,0,6,101,101,6,1
240,0,6,101,101,6,1
241,1,6,-1,-1,-1,-1
242,0,6,101,101,12,1
243,0,6,101,101,6,1
244,0,6,101,101,6,1
245,0,6,101,101,6,1
246,0,6,101,101,6,1
247,0,6,101,101,6,1
248,1,6,-1,-1,-1,-1
249,0,6,101,101,6,1
250,1,6,-1,-1,-1,-1
251,1,5,-1,-1,-1,-1
252,0,6,101,101,5,1
253,0,5,101,101,6,1
254,0,5,101,101,5,1
255,1,5,-1,-1,-1,-1
256,0,5,101,101,6,1
257,0,5,101,101,6,1
258,0,5,101,101,5,1
259,0,11,101,101,7,0
260,0,11,7,101,7,0
261,0,11,101,101,5,0
262,0,11,101,101,7,0
263,0,11,7,101,7,0
264,0,11,7,101,7,0
265,0,11,7,101,7,0
266,0,11,101,101,7,0
267,0,11,7,101,7,0
268,0,11,101,101,6,0
269,0,11,7,101,7,0
270,0,11,101,101,7,0
271,0,11,101,101,7,0
272,0,11,101,101,7,0
273,0,11,101,101,7,0
274,0,4,101,101,6,0
275,0,4,101,101,6,0
276,0,4,101,101,5,0
277,0,4,101,101,6,0
278,0,4,101,101,6,0
279,0,4,101,101,6,0
280,0,4,101,101,6,0
281,0,4,101,101,6,0
282,0,4,101,101,6,0
283,0,4,101,101,6,0
284,0,4,101,101,5,0
285,0,4,101,101,5,0
286,0,4,101,101,6,0
287,0,4,101,101,5,0
288,0,4,101,101,5,0
289,0,4,101,101,6,0
290,0,4,101,101,6,0
291,0,4,101,101,6,0
292,0,4,101,101,6,0
293,0,4,101,101,6,0
294,0,4,101,101,6,0
295,0,4,101,101,2,0
296,0,4,101,101,6,0
297,0,4,101,101,6,0
298,0,4,101,101,6,0
299,0,4,101,101,6,0
